word1,word2,is_hypernym
human_activity,medical,1
populated_area,jinja,1
holy_day,quinquagesima,1
whole,guestroom,1
atom_smasher,collider,1
flora,tansy_mustard,1
soul,warrantee,1
physical_entity,copyholder,1
written_communication,shema,1
artifact,chainlink_fence,1
tissue,arcus_senilis,1
process,motion,1
deuce,snake_eyes,1
whole,partizan,1
abstract_entity,playoff_game,1
time,silurian_period,1
piece,trochlearis,1
psychological_feature,induced_abortion,1
city,naples,1
group,genus_trogium,1
entity,waterman,1
drug,enalapril,1
plant_part,campylotropous_ovule,1
advocate,subscriber,1
taste,tartness,1
change,precipitation,1
location,downtown,1
fare,light_diet,1
physical_object,oak_chestnut,1
artifact,dining-room,1
causal_agency,thomas_robert_malthus,1
professional,resident,1
entity,acris,1
abstraction,chattering,1
abstraction,minor_league,1
populated_area,tientsin,1
composer,satie,1
vascular_plant,sweet_cassava,1
organisation,football_league,1
matter,powdered_milk,1
stuff,tempera,1
abstract_entity,verticalness,1
chromosonal_disorder,christmas_disease,1
plant_life,silver_lace_vine,1
entity,black_cypress_pine,1
abstract_entity,genus_habenaria,1
biological_process,hematopoiesis,1
causal_agency,liegeman,1
object,bowiea_volubilis,1
abstraction,romanism,1
human_action,collision_course,1
organism,knight-errant,1
physical_object,sandbank,1
artefact,stoneware,1
victuals,deviled_egg,1
medicinal_drug,antineoplastic,1
biological_group,anguillidae,1
artefact,brasier,1
plant,horseweed,1
dicot_genus,gossypium,1
consulting_service,attestation_report,1
vehicle,sound_truck,1
taxonomic_category,agropyron,1
animate_being,browntail,1
abstract_entity,steering,1
happening,conjuncture,1
creative_person,bruckner,1
event,dealings,1
taxonomic_group,desmidiaceae,1
object,lucknow,1
abstraction,genus_volvaria,1
human_activity,employee-owned_business,1
physical_object,goody-goody,1
entity,family_monotropaceae,1
unit,konrad_lorenz,1
unit,brontosaurus,1
physical_object,herringbone_pattern,1
organism,sphacelotheca,1
instrumentation,contact_arm,1
radical,sodium_nitrite,1
government_department,special_branch,1
unit,lepiota,1
matter,turkish_coffee,1
artifact,kinetoscope,1
plant_life,garden_balm,1
geographical_region,montego_bay,1
noesis,macguffin,1
device,number_cruncher,1
writing,form_letter,1
abstraction,personal_manner,1
territorial_division,lausanne,1
taxonomic_category,trapa,1
physical_object,kirgizia,1
family,vespidae,1
psychedelic_drug,psilocin,1
piece,finger,1
being,helen_wills,1
biological_group,genus_python,1
plant_life,acrogen,1
taxonomic_category,talpidae,1
taxon,pepper_family,1
physical_entity,lake_edward,1
exchange,photochemical_exchange,1
abstract_entity,atonicity,1
cognition,cicatrix,1
person,william_henry_gates,1
piece_of_material,fore-topsail,1
amount,coefficient_of_friction,1
artefact,brothel,1
abstraction,citizenry,1
human_activity,randomisation,1
granger,apiarist,1
eutherian_mammal,dray_horse,1
container,cupel,1
abstraction,anxiety_hysteria,1
ligneous_plant,tanbark_oak,1
alloy,pinchbeck,1
vertebrate,brown_bullhead,1
location,santiago_de_los_caballeros,1
abstraction,royal_canadian_mounted_police,1
virility_drug,cialis,1
biological_group,class_lamellibranchia,1
taxonomic_group,family_carpinaceae,1
building,gambling_hell,1
abstract_entity,brachyura,1
communication,monition,1
action,demagnetization,1
physical_object,mullus_surmuletus,1
constabulary,royal_canadian_mounted_police,1
movement,shock_wave,1
portion,sodium_benzoate,1
vertebrate,drymarchon_corais,1
unit,goalmouth,1
abstract_entity,myrmeleontidae,1
spiny-finned_fish,hemipteronatus_novacula,1
covering,pargetting,1
group,subclass_anapsida,1
terrier,standard_schnauzer,1
component_part,cedarwood,1
quantity,infinitesimal,1
human_activity,scumble,1
genus,genus_linanthus,1
unit,boethius,1
sentience,night_vision,1
psychological_feature,isolation,1
time,devonian_period,1
relation,marine_glue,1
artifact,packing_nut,1
attribute,inactiveness,1
artifact,wiring_diagram,1
crest,godwin_austen,1
physical_entity,weinberg,1
physical_entity,brown_rice,1
instrumentation,film_projector,1
content,thousand_and_one_nights,1
physical_entity,store_cheese,1
social_scientist,ashley_montagu,1
instrumentality,bar_magnet,1
angiospermous_tree,smooth_winterberry_holly,1
whole,plastic_bag,1
prism,quadrangular_prism,1
elasmobranch,crampfish,1
entity,cryostat,1
matter,cherimoya,1
animate_thing,mother-in-law's_tongue,1
yarn,floss,1
nutriment,lobscouse,1
medicament,aloes,1
whole,basketball_hoop,1
object,isaac_merrit_singer,1
family,family_lithodidae,1
herring,smoked_herring,1
content,pallas_athena,1
abstraction,dalasi,1
physical_object,membrane,1
object,supercilium,1
object,pilaster,1
commercialism,truckage,1
shackle,hobble,1
black_and_white,affidavit,1
grouping,art_nouveau,1
subject_matter,peace_offering,1
point,swbw,1
science,nephrology,1
supposition,groundwork,1
organism,indian_turnip,1
growth,carcinoma_in_situ,1
entity,military_unit,1
craniate,ivorybill,1
psychological_feature,spray_painting,1
biological_group,rhodymeniaceae,1
causal_agent,life_principle,1
craniate,antrozous_pallidus,1
shelter,iglu,1
dominion,selangor,1
physical_object,northeast,1
entity,rudolph_laban,1
written_language,susanna,1
tax,franchise_tax,1
entity,creatine_phosphoric_acid,1
artifact,catapult,1
physical_object,d.p.r.k.,1
entity,electromotive_series,1
attribute,boutonneuse_fever,1
measure,chon,1
craniate,slate-colored_junco,1
location,juda,1
brute,carangid,1
object,prionace_glauca,1
instrumentation,gearset,1
bur_grass,buffel_grass,1
whole,floating_bridge,1
hairstyle,bouffant,1
building_complex,packinghouse,1
mortal,victor_hugo,1
group_action,ipsus,1
communicator,edward_albee,1
message,interpellation,1
physical_process,psychoanalytic_process,1
communication,tibeto-burman,1
dicot_family,linden_family,1
husbandry,dairying,1
grouping,acc,1
written_communication,certified_check,1
abstract_entity,cerumen,1
living_thing,erythrocebus_patas,1
deed,ancestor_worship,1
edible_fruit,mexican_black_cherry,1
object,highlander,1
arms,fugo,1
whole,ethnographer,1
individual,david_hilbert,1
unit,coconut_tree,1
individual,chassid,1
causal_agent,ringmaster,1
integration,horizontal_combination,1
causal_agent,agrippa,1
person,eradicator,1
production,pocket_edition,1
patrician,marquise,1
information,misinformation,1
work,tactual_exploration,1
diapsid_reptile,checkered_adder,1
organism,water_dog,1
mortal,anne_mansfield_sullivan,1
compound,alkyd,1
relation,anionic_compound,1
portion,vegetable_tallow,1
natural_elevation,cay,1
cone,funnel,1
percoidean,cunner,1
unit,b.th.u.,1
unit,queen_regent,1
part,steroid,1
driver,taxidriver,1
biological_group,genus_atherinopsis,1
grouping,genus_mollienesia,1
abstract_entity,leukotomy,1
primary_colour_for_light,primary_subtractive_colour_for_light,1
entity,doddle,1
condition,hemophilia,1
instrumentality,rhinoscope,1
causal_agency,traditionalist,1
psychological_feature,errand,1
physical_entity,catalyst,1
abstract_entity,credit_card,1
entity,quaker,1
linguistic_relation,person_agreement,1
hoofed_mammal,mouflon,1
sickness,skin_cancer,1
attribute,paleocene,1
abstract_entity,quadruplet,1
taxon,genus_dalea,1
whole,barrack,1
condition,haemoglobinopathy,1
attribute,knife-edge,1
somebody,owen_wister,1
object,khaki,1
physical_entity,tobin,1
limpidity,monosemy,1
physical_entity,potassium_cyanide,1
animate_thing,dipteryx_odorata,1
abstract_entity,basso_relievo,1
golden_ager,old-timer,1
artifact,protective_cover,1
piece,leg_bone,1
whole,airscrew,1
plant,coryphantha,1
exercise,walk-through,1
attribute,higher_status,1
mental_object,zen_buddhism,1
grouping,genus_odontophorus,1
reinforcement,bracing,1
physical_entity,teetotaller,1
physiological_condition,deviance,1
imbalance,right-handedness,1
living_thing,dunlin,1
author,yevtushenko,1
abstraction,work_papers,1
artefact,hipped_roof,1
partner,monogamist,1
magnoliopsid_genus,myrtus,1
whole,american_sable,1
coniferous_tree,pinus_contorta_murrayana,1
entity,minimalism,1
unwellness,bull_nose,1
abstract_entity,arbitrament,1
entity,smaller_pectoral_muscle,1
inadequacy,slenderness,1
animate_being,lamellicorn_beetle,1
component_part,oxytone,1
psychological_feature,homeopathy,1
pathological_state,classical_haemophilia,1
abstraction,hemoglobinuria,1
human_activity,exposure_therapy,1
nutrition,tea_break,1
abstraction,eragrostis,1
act,prompting,1
geological_phenomenon,earth_tremor,1
abstraction,mandevilla,1
taxonomic_group,giant_seaperch,1
group,trollius,1
computation,arithmetic_operation,1
being,archaeopteryx,1
reconnaissance,reccy,1
whole,helen_maria_fiske_hunt_jackson,1
physical_process,anabolism,1
unit_of_measurement,gib,1
psychological_state,posttraumatic_amnesia,1
abstract_entity,genus_arachis,1
portion,latinism,1
angiospermous_tree,california_olive,1
position,northwest,1
artefact,crescent_wrench,1
form,foursquare,1
capital,juneau,1
abstract_entity,universal_quantifier,1
abstraction,fungibility,1
abstraction,octopoda,1
event,venous_thrombosis,1
fern_genus,isoetes,1
abstraction,all_fours,1
stuff,atom,1
vertebrate,megapode,1
root,ibrahim,1
pathological_state,stigmata,1
appendage,handhold,1
act,eye_contact,1
component_part,chian_turpentine,1
marmoset,leontocebus_rosalia,1
biological_group,genus_muntiacus,1
upland,highlands,1
group,methyl_group,1
entity,electromotive_force_series,1
scorpaenoid,lumpsucker,1
musician,brigit_nilsson,1
object,landing_net,1
grouping,moss_family,1
artist,vermeer,1
unit,qualifier,1
cognitive_content,intellectual_nourishment,1
artefact,dial_phone,1
cognition,van_bogaert_encephalitis,1
chemical_compound,hydrogen_carbonate,1
taxonomic_group,family_phillidae,1
individual,paranoid,1
soul,spokesman,1
person,absconder,1
taxon,triga,1
physical_object,cheval_glass,1
somebody,odd_fish,1
entertainer,rubinstein,1
rime,internal_rhyme,1
contractor,pterygoid_muscle,1
material,nitrogen_mustard,1
object,folderal,1
actus_reus,theft,1
being,arbutus,1
woody_plant,gymnocladus_dioica,1
abstract_entity,skittles,1
object,hollowware,1
group,family_hydrochoeridae,1
physical_exercise,handstand,1
entity,capercailzie,1
being,vase-fine,1
grownup,buster,1
organism,farm_animal,1
extramarital_sex,criminal_conversation,1
individual,francis_crick,1
genus,genus_thrips,1
cause,fred_skinner,1
brute,cirriped,1
successfulness,health,1
cognitive_process,limen,1
abstract_entity,genus_flacourtia,1
surgical_process,fenestration,1
tissue_paper,rolling_paper,1
unit,servosystem,1
undulation,sympathetic_vibration,1
movie_maker,jacques_tati,1
medicinal_drug,hematinic,1
medication,histamine_blocker,1
liliaceous_plant,common_hyacinth,1
group,family_viverridae,1
portion,parathormone,1
communicator,hogg,1
vascular_plant,swiss_pine,1
brute,brill,1
physical_entity,cowrie,1
individual,sannyasin,1
taxonomic_group,hemiprocnidae,1
whole,platinum_blonde,1
genus,genus_belamcanda,1
process,odour,1
fish,pilchard,1
result,sequel,1
abstract_entity,board_of_directors,1
pedagog,anne_mansfield_sullivan,1
animal_tissue,os_sesamoideum,1
psychological_state,hypochondria,1
message,lexical_meaning,1
magnoliid_dicot_genus,berberis,1
object,hartebeest,1
unit,table,1
stuff,histone,1
entity,stone_bramble,1
physical_entity,st._nicholas,1
instrumentality,piton,1
cedar_tree,yellow_cypress,1
abstract_entity,sayanci,1
entity,triangulum_australe,1
entity,leadwort_family,1
land,quag,1
taxon,thevetia,1
genus,crepis,1
remark,ad-lib,1
object,sea_cradle,1
establishment,extended_care_facility,1
taxonomic_category,pericallis,1
artifact,header,1
physical_entity,mason's_trowel,1
modification,sparkling,1
cowpoke,cowgirl,1
deed,out,1
unit,egg-and-tongue,1
crank,starting_handle,1
percipient,informant,1
player,yogi_berra,1
edifice,eating_place,1
mortal,jeannette_rankin,1
animate_thing,lappet_moth,1
material,porphyrin,1
whole,french_door,1
someone,leeuwenhoek,1
soul,baby_farmer,1
system,non-market_economy,1
organism,evergreen_plant,1
act,slippage,1
constituent,otaheite_arrowroot,1
abstraction,technobabble,1
skilled_worker,cavalryman,1
tactical_maneuver,parking,1
fossil_fuel,anthracite_coal,1
event,swan_dive,1
district,republic_of_trinidad_and_tobago,1
biological_group,myocastor,1
attribute,archean_aeon,1
being,john_llewelly_lewis,1
living_thing,urn_fungus,1
abstract_entity,round_of_drinks,1
swing,putt,1
person,supermex,1
whole,hulk,1
taxonomic_category,ostracodermi,1
entity,malignancy,1
entity,tracheobronchitis,1
plant,symphoricarpos_alba,1
human_activity,bookbinding,1
entity,appearance,1
radiancy,lustre,1
foodstuff,apricot_sauce,1
dinosaur,tyrannosaurus_rex,1
entity,ununtrium,1
artefact,doggie_bag,1
physical_object,rhus_typhina,1
whole,shower_stall,1
abstraction,casuaridae,1
metropolis,yekaterinoslav,1
roast_lamb,rack_of_lamb,1
flora,fair-maids-of-france,1
thought,feature_of_speech,1
entity,thurible,1
entity,aditi,1
region,turkestan,1
grouping,gaultheria,1
person,memsahib,1
entity,langston_hughes,1
physical_entity,white_fungus,1
somebody,solicitor,1
region,greenwich,1
caregiver,diplomate,1
plant_life,hakea_laurina,1
content,hedge,1
suitability,insurability,1
jock,snapper,1
flora,epipremnum_aureum,1
whole,mujik,1
fauna,whale_louse,1
measuring_instrument,viscosimeter,1
artifact,brakes,1
unit,seminarist,1
craniate,crevalle_jack,1
entity,dust_cloud,1
abstraction,naegele's_rule,1
grouping,correlation_matrix,1
physical_entity,british_west_africa,1
taxonomic_group,acanthocephala,1
abstraction,xerotes,1
tracheophyte,bog_bilberry,1
person,septuagenarian,1
causal_agent,varicella_zoster_virus,1
rock,rottenstone,1
stream,headstream,1
part,ethanedioic_acid,1
object,pudding_berry,1
free_energy,direct_current,1
entity,jinghpaw,1
closed-class_word,determiner,1
worker,mail_clerk,1
natural_object,edible_fruit,1
condition,hypobetalipoproteinemia,1
human_activity,praxis,1
physical_object,hakenkreuz,1
substance,soluble_rna,1
animate_being,ivorybill,1
apomixis,parthenocarpy,1
complex_body_part,cardia,1
abstract_entity,genus_pisonia,1
physical_entity,basic,1
individual,skinhead,1
being,argyroxiphium_sandwicense,1
object,rider,1
amount,invisible_balance,1
causal_agent,idolater,1
seacoast,seaside,1
body_part,epiglottis,1
abstract_entity,fertility_rate,1
taxonomic_category,genus_astroloma,1
taxon,amsonia,1
physical_entity,bovril,1
nostrum,elixir_of_life,1
unguis,hoof,1
instrument,convertible_security,1
tricyclic_antidepressant_drug,amitriptyline,1
whole,thomas_kyd,1
entity,pork_butcher,1
entity,lubricating_system,1
entity,quartermaster_general,1
psychological_feature,pulse_rate,1
unit,buxus_sempervirens,1
soul,sir_alfred_hitchcock,1
object,french_window,1
somebody,lawgiver,1
animate_thing,tree_fuchsia,1
administrative_division,the_hague,1
milk_vetch,astragalus_glycyphyllos,1
sum,bank,1
unit,gun_chamber,1
deed,garbage_pickup,1
protoctist,protozoan,1
physical_object,divorce_lawyer,1
deed,formalization,1
physical_entity,hematite,1
psychological_feature,scald,1
organism,james_clerk_maxwell,1
physical_object,poulenc,1
automatic_weapon,assault_gun,1
soul,ambrogio_damiano_achille_ratti,1
justice,taney,1
tracheophyte,polemonium_viscosum,1
enlisted_person,fusilier,1
deed,triple_play,1
discomfort,inconvenience,1
creation,erotica,1
abstraction,covering,1
village,jamestown,1
person,homeopath,1
living_thing,acacia_farnesiana,1
abstract_entity,class_holothuroidea,1
humanistic_discipline,etiology,1
pteridophyte,berry_fern,1
bureau,atf,1
substance,atomic_number_77,1
abstract_entity,crozier,1
group,boletellus,1
enrollee,postgraduate,1
piece,glandulae_sebaceae,1
request,supplication,1
entity,security_measure,1
animate_thing,robinia_pseudoacacia,1
somebody,air_hostess,1
abstraction,blastoff,1
capital,capital_of_mongolia,1
artefact,coal_mine,1
golf_stroke,putt,1
vascular_plant,jewels-of-opar,1
abstraction,computer_code,1
plant,ailanthus,1
domain,principality,1
entity,bel_and_the_dragon,1
magnoliopsid_family,flacourtiaceae,1
human_action,invasion_of_iwo,1
tactile_property,powderiness,1
trained_worker,vulcanizer,1
living_thing,carduelis_carduelis,1
animate_being,ruddy_duck,1
heat_energy,specific_heat,1
organism,nursing_aide,1
social_unit,department_of_chemistry,1
abstraction,antipodal_opposition,1
terrorist_group,red_hand_defenders,1
indefinite_quantity,tubful,1
seat,musnud,1
pedagogue,governess,1
unit,bush_lawyer,1
lender,usurer,1
plant,large-flowering_magnolia,1
unit,oneiromancer,1
whole,lunger,1
worth,gross_domestic_product,1
abstraction,ferrocyanide,1
psychological_feature,mental_lexicon,1
physical_entity,kraut,1
physical_object,flamefish,1
entity,jv,1
object,blephilia_celiata,1
accrual,repositing,1
causal_agency,kabbalist,1
artifact,side_street,1
cognitive_content,gestalt_principle_of_organization,1
waste,vomit,1
computer_memory_unit,yottabit,1
being,job's_comforter,1
educator,instructress,1
entity,digestive,1
work,illegitimate_enterprise,1
creator,kelly,1
animal_tissue,gray_matter,1
component_part,rhinestone,1
physical_entity,mockingbird,1
living_thing,birdseed_grass,1
abstraction,cst,1
creature,ovibos_moschatus,1
organism,lewis_henry_morgan,1
brute,least_sandpiper,1
blue,azure,1
inhalation_general_anesthetic,ethrane,1
creative_person,sir_anthony_vandyke,1
causal_agent,gemfibrozil,1
portion,bursting_explosive,1
someone,prince,1
fabric,marocain,1
object,blowhard,1
family,family_xylariaceae,1
pump,grease_gun,1
entity,peach_bell,1
living_thing,hokan,1
musician,enesco,1
living_thing,goof,1
object,giant_star,1
entity,bubble_shell,1
abstraction,detergency,1
politico,favorite_son,1
parcel_of_land,lassen_volcanic_national_park,1
entity,outside_mirror,1
noesis,contra_danse,1
somebody,john_james_osborne,1
biological_group,genus_chrysothamnus,1
serpent,boa,1
organism,walking_fern,1
entity,luncheon_meat,1
individual,lass,1
vascular_plant,plantago_virginica,1
grouping,albigenses,1
traveler,unknown,1
entity,malaysia_militant_group,1
fauna,eggar,1
communication,wordnet3.1,1
unit,ammunition_chest,1
body_part,hypochondrium,1
tendency,anthropocentrism,1
evidence,casebook,1
entity,price_increase,1
abstract_entity,logical_relation,1
spinal_curvature,hollow-back,1
component_part,red_juniper,1
physical_entity,defense_secretary,1
abstract_entity,undecagon,1
entity,glauconite,1
instrumentation,hearse,1
living_thing,vestryman,1
entity,appendicitis,1
artefact,mess_kit,1
class,monocotyledones,1
entity,hypodermatidae,1
act_of_terrorism,narcoterrorism,1
object,telecasting,1
chordate,pan_troglodytes_verus,1
content,report,1
causal_agent,henry_iii,1
scheme,sex_segregation,1
plant_life,pinus_banksiana,1
reprobate,pederast,1
living_thing,artocarpus_heterophyllus,1
component_part,glyoxaline,1
living_thing,leaf_bug,1
cause,hillary,1
measure,cape_verde_monetary_unit,1
order,daisy_chain,1
entity,bike,1
nourishment,fish_and_chips,1
attribute,cutting_angle,1
quantity,leap_day,1
suffrutex,bird's_foot_clover,1
group,family_formicidae,1
physical_entity,associate_professor,1
gramineous_plant,egyptian_grass,1
psychological_feature,bourn,1
biological_group,genus_holothuria,1
part,symphysion,1
noesis,cervical_disc_syndrome,1
causal_agency,agassiz,1
fight,battle_of_the_spanish_armada,1
living_thing,caligula,1
substance,compote,1
written_communication,dramatic_work,1
stuff,bacteriochlorophyll,1
dirt,potter's_earth,1
whole,eraser,1
entity,totten_trust,1
object,bifocals,1
physical_entity,vigdis_finnbogadottir,1
entity,cytisus,1
animate_thing,saxicolous_plant,1
plant,canadian_fleabane,1
causal_agent,surface-active_agent,1
abstract_entity,girth,1
neb,cere,1
relation,pertinence,1
chemical_element,scrap_iron,1
physical_entity,deltoid,1
entity,group,1
company,bank_holding_company,1
being,dog_violet,1
abstract_entity,acardia,1
instrumentality,foothold,1
group,genus_hermissenda,1
animate_thing,astroloma_humifusum,1
tract,great_plains_of_north_america,1
event,prelim,1
wheeled_vehicle,coaster_wagon,1
logical_thinking,projection,1
round_shape,swirl,1
abstract_entity,family_casuaridae,1
soul,arnold_lucius_gesell,1
vetchling,grass_vetch,1
physical_entity,closed_chain,1
condition,singe,1
physical_process,petrification,1
pain,orchidalgia,1
mastermind,girl_wonder,1
undergarment,gown,1
abstract_entity,phanerozoic,1
helper,labor_coach,1
animate_thing,francois_rene_chateaubriand,1
physical_entity,kandinski,1
ensemble,sailor_suit,1
abstract_entity,genus_bambusa,1
object,locker_room,1
physical_object,short_sleeve,1
expert,security_consultant,1
abstract_entity,gymnospermae,1
unit,sagittiform_leaf,1
entity,ageing,1
abstraction,chalk_dust,1
abstraction,biotic_community,1
force,contras,1
unit,greenhouse_whitefly,1
object,march_king,1
abstract_entity,self-improvement,1
human_action,abdominocentesis,1
bird,limicoline_bird,1
physical_process,electrical_skin_response,1
object,andre_le_notre,1
physical_entity,heat-seeking_missile,1
genus,genus_drymarchon,1
drug,indocin,1
cognitive_content,comparative_psychology,1
grouping,trimurti,1
phenomenon,electric_charge,1
boxer,junior_welterweight,1
biological_group,cnemidophorus,1
blood_cell,packed_cells,1
textual_matter,line_of_poetry,1
object,thamnophis_sauritus,1
causal_agent,vixen,1
whole,bear_cat,1
group,order_musales,1
river,nile_river,1
soul,leo_szilard,1
entity,ebenales,1
object,throwing_board,1
person,bernardo_bertolucci,1
vessel,cutaneous_vein,1
attribute,affection,1
living_thing,struthio_camelus,1
physical_entity,feedback,1
terra_firma,netherlands_antilles,1
material,arsenous_oxide,1
engagement,battle_of_ypres,1
physical_object,selcraig,1
creation,diwan,1
computer_code,freeware,1
taxon,hydrophyllum,1
state,russian_soviet_federated_socialist_republic,1
event,bonanza,1
abstraction,stage_fright,1
letter,u,1
taxonomic_category,glyceria,1
biological_group,family_pipridae,1
physical_object,lespedeza_striata,1
abstraction,color_wheel,1
causal_agent,tympanist,1
machine,spur_wheel,1
column,pilaster,1
substance,aperitif,1
tone,half_note,1
conductor,serge_koussevitzky,1
unhealthiness,genital_herpes,1
being,archosaurian_reptile,1
woody_plant,european_elm,1
being,marshal_saxe,1
piece,globus_pallidus,1
unit,vulcanized_fiber,1
variety_meat,throat_sweetbread,1
physical_object,wolfsbane,1
unit,hip_roof,1
natural_event,bray,1
brewage,weissbier,1
hindrance,save,1
family,chrysomelidae,1
whole,gypsyweed,1
someone,tenderfoot,1
physical_object,beta_crucis,1
piece_of_writing,rewriting,1
understanding,cost-plus_contract,1
king,charles_stuart,1
entity,phylum_pogonophora,1
mass_unit,short_ton,1
communication,shouting,1
craniate,african_clawed_frog,1
foreign_terrorist_organization,mko,1
person,clement_philibert_leo_delibes,1
entity,byron,1
physical_entity,life_force,1
state,herniation,1
taxon,genus_allionia,1
grouping,spraguea,1
infection,eye_infection,1
autoimmune_disease,morphea,1
domain,charleston,1
populated_area,traverse_city,1
process,eating_away,1
saurischian_dinosaur,megalosaurus,1
dimension,fourth_dimension,1
sermoniser,evangelist,1
entity,sick_bag,1
noesis,freedom_from_search_and_seizure,1
forebear,grandpa,1
shape,plane_figure,1
assets,deep_pockets,1
flora,suksdorfia,1
bed,lake_bed,1
agent,scavenger,1
deed,itineration,1
physical_object,osteoclast,1
cause,emanuel_svedberg,1
animal,english_sparrow,1
whole,snooper,1
metal,atomic_number_37,1
instruction,tuition,1
group,genus_calla,1
physical_object,prairie_willow,1
record,nol_pros,1
group,leiopelma,1
instrumentation,viola,1
face_of_the_earth,opportunity,1
entity,dot_com_company,1
relation,cashcard,1
tracheophyte,dourah,1
fabric,chino,1
physical_object,maypole,1
knowledge,real_life,1
entity,locust_bean,1
monetary_value,cut_price,1
physical_entity,hypothalamic_releasing_hormone,1
abstraction,musical_perception,1
bailiwick,choreography,1
organism,andrew_d._white,1
piece_of_land,great_plains,1
being,cive,1
object,lieutenant_governor,1
unit,waterskin,1
line,sinuousness,1
physical_entity,tsung_dao_lee,1
nonsteroidal_anti-inflammatory_drug,meclofenamate_sodium,1
physical_entity,migratory_locust,1
mental_process,national_flag,1
animate_thing,bodybuilder,1
grouping,subclass_dibranchia,1
cause,nalfon,1
unit_of_measurement,lumma,1
entity,chinese_cork_oak,1
biological_group,suborder_microchiroptera,1
individual,cofounder,1
whole,desmodium_tortuosum,1
cognition,palaeoethnography,1
smear,esophageal_smear,1
abstraction,bush_league,1
abstraction,effusiveness,1
taxonomic_category,family_spalacidae,1
mortal,heathen,1
physical_process,polymerization,1
treater,ivan_iv,1
location,morgan_city,1
substance,lime_juice,1
pleasance,masochism,1
unit,pluteus_cervinus,1
cactus,sahuaro,1
physical_entity,leguminous_plant,1
family,family_rhizobiaceae,1
whole,jansen,1
workingman,swagman,1
talker,public_speaker,1
solid,rhombohedron,1
whole,devil's_fig,1
taxonomic_category,order_colymbiformes,1
psychological_feature,gardening,1
entity,rising_prices,1
adult_male,womaniser,1
entity,nostocaceae,1
commercialism,slave_traffic,1
component,lutecium,1
entity,jobber,1
being,thomas_woodrow_wilson,1
physical_object,solar_furnace,1
physical_entity,job-oriented_terminal,1
organism,disraeli,1
abstract_entity,timorousness,1
entity,roller_bit,1
physical_object,ventail,1
object,zoroastrian,1
organism,mushroom,1
whole,serrated_wrack,1
drug,bactericide,1
entity,organization_expense,1
abstraction,kurdistan_labor_pary,1
entity,brainpan,1
act,prostration,1
way,mall,1
jewelry,wedding_band,1
physical_object,dar_al-harb,1
hoofed_mammal,bubalus_mindorensis,1
component,dripstone,1
space,knothole,1
vertebrate,eumeces_skiltonianus,1
entity,lindesnes,1
object,santa_maria_del_tule,1
physical_entity,straightedge,1
philosopher,auguste_comte,1
somebody,arthur_holmes,1
tissue,love_handle,1
organization,western_church,1
organism,jean_bernard_leon_foucault,1
message,character_reference,1
human_activity,escapism,1
structure,scoring_system,1
carelessness,goldbricking,1
mathematical_function,multinomial,1
spermatophyte,moss_campion,1
object,foster-mother,1
entity,cichorium_intybus,1
taxonomic_group,genus_prosopium,1
abstract_entity,kinosternon,1
grouping,genus_grampus,1
unit,replacement,1
artefact,vertical_stabilizer,1
linguistic_communication,turkic_language,1
abstraction,unicameral_script,1
croaker,atlantic_croaker,1
vertebrate,chunga,1
sword_lily,bearded_iris,1
conveyance,airlift,1
fungus_family,family_agaricaceae,1
entity,chambers,1
cause,family,1
abstract_entity,woolgathering,1
good,evening_shirt,1
sports_equipment,butt,1
arthropod,german_cockroach,1
physical_entity,carboy,1
organism,griffon,1
unit,asclepias_purpurascens,1
physical_entity,respondent,1
abstract_entity,honours_list,1
arthropod_genus,genus_cerapteryx,1
organism,alan_turing,1
living_thing,protium_guianense,1
living_thing,tiger_cowrie,1
conjugated_protein,cd8,1
communication,price_tag,1
knowledge,epitome,1
physicist,john_herschel,1
complex_body_part,vena_scrotalis,1
physical_object,anhinga,1
causal_agent,spinal_anaesthetic,1
somebody,spectator,1
medal,bronze_star_medal,1
organism,sea_lily,1
geographic_area,alsace,1
device,photometer,1
living_thing,hyssop_loosestrife,1
psychological_feature,face_saver,1
component,hexacosanoic_acid,1
legal_document,venire_facias,1
mortal,agnes_george_de_mille,1
unit,foster-brother,1
physical_composition,reduced_instruction_set_computing,1
sickness,parrot_fever,1
memory_device,videodisc,1
train_station,flag_stop,1
animate_thing,sperm,1
organism,pal,1
complex_body_part,keel,1
abstraction,wages,1
deed,imminent_abortion,1
creative_person,manuel_de_falla,1
plant_life,passionflower,1
genus,muntingia,1
being,graylag,1
noesis,hypercalcemia,1
causal_agent,cave_dweller,1
mill,lumbermill,1
psychological_feature,radio_observation,1
substance,custard,1
entity,genus_struthiomimus,1
entity,refabrication,1
entity,armamentarium,1
musical_genre,antiphony,1
content,dagda,1
abstract_entity,wrestling_match,1
physical_condition,gastroesophageal_reflux,1
explorer,captain_john_smith,1
belief,forest_god,1
physical_object,false_vampire_bat,1
animate_being,brachiopod,1
taxonomic_group,genus_ommastrephes,1
abstract_entity,simoniz,1
physical_object,butterfield,1
states'_rights,nullification,1
being,szilard,1
someone,bride-to-be,1
object,baby's_breath,1
entity,grommet,1
ability,stagecraft,1
mental_object,vote,1
written_material,introduction,1
kind,genus,1
employee,guest_worker,1
abstraction,lawn_party,1
transport,cruise_ship,1
plant,bay_grass,1
cause,pigman,1
needlecraft,cross-stitch,1
thing,river_kasai,1
color,reddish_brown,1
being,cypripedium_album,1
taxon,kyphosus,1
distribution,accordance,1
